Fiscal Date,Location Number and Desc,Net Sales Retail Amt,Net Sales Retail Amt LY,Net Sales Retail Amt Var LY %,Net Sales Qty,Net Sales Qty LY,Net Sales Qty Var LY %,Clr Net Sales Retail Amt,Clr Net Sales Retail Amt LY,Clr Net Sales Retail Amt Var LY %,Clearance Sales %,Clr Net Sales Qty,Clr Net Sales Qty LY,Clr Net Sales Qty Var LY %,Selling Margin Amt,Selling Margin Amt LY,Selling Margin % LY,Selling Margin %,Net Sales AUR,Net Sales AUR LY,Net Sales AUR Var LY %
08-11-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9345.0,9905.0,-5.6,426,461,-7.6,2365.0,1975.0,19.7,25.3%,92,83,10.8,3958.0,4267.0,43.1,42.4,21.94,21.49,2.1
08-12-2025,"232 TACOMA MALL - TACOMA, WA",15323.0,16431.0,-6.7,603,598,0.8,4414.0,4352.0,1.4,28.8%,154,146,5.5,7093.0,6919.0,42.1,46.3,25.41,27.48,-7.5
08-12-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10484.0,10047.0,4.3,455,377,20.7,2811.0,2471.0,13.8,26.8%,116,125,-7.2,4698.0,4727.0,47.0,44.8,23.04,26.65,-13.5
08-12-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25296.0,27816.0,-9.1,1154,1283,-10.1,5052.0,5831.0,-13.4,20.0%,197,188,4.8,12121.0,13511.0,48.6,47.9,21.92,21.68,1.1
08-12-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20251.0,19384.0,4.5,763,781,-2.3,3718.0,3696.0,0.6,18.4%,87,88,-1.1,9783.0,9326.0,48.1,48.3,26.54,24.82,6.9
08-12-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",9497.0,9554.0,-0.6,435,488,-10.9,2538.0,2426.0,4.6,26.7%,110,104,5.8,4038.0,3826.0,40.0,42.5,21.83,19.58,11.5
08-13-2025,"232 TACOMA MALL - TACOMA, WA",13353.0,14417.0,-7.4,540,606,-10.9,3099.0,3404.0,-9.0,23.2%,121,144,-16.0,6622.0,6819.0,47.3,49.6,24.73,23.79,3.9
08-13-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8207.0,8743.0,-6.1,339,343,-1.2,2080.0,2127.0,-2.2,25.3%,103,86,19.8,4106.0,4213.0,48.2,50.0,24.21,25.49,-5.0
08-13-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22386.0,24928.0,-10.2,891,767,16.2,4671.0,4759.0,-1.9,20.9%,193,221,-12.7,10235.0,12422.0,49.8,45.7,25.12,32.5,-22.7
08-13-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33185.0,31600.0,5.0,1064,958,11.1,5511.0,5227.0,5.4,16.6%,168,146,15.1,16061.0,15295.0,48.4,48.4,31.19,32.99,-5.4
08-13-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11062.0,10542.0,4.9,496,456,8.8,2611.0,2860.0,-8.7,23.6%,121,101,19.8,5000.0,4679.0,44.4,45.2,22.3,23.12,-3.5
08-14-2025,"232 TACOMA MALL - TACOMA, WA",18312.0,16849.0,8.7,702,707,-0.7,4196.0,4552.0,-7.8,22.9%,173,166,4.2,9561.0,8387.0,49.8,52.2,26.09,23.83,9.5
08-14-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10377.0,10212.0,1.6,442,406,8.9,2301.0,2521.0,-8.7,22.2%,84,91,-7.7,4845.0,5078.0,49.7,46.7,23.48,25.15,-6.7
08-14-2025,"2795 STONEBRIAR MALL - FRISCO, TX",17586.0,18190.0,-3.3,788,863,-8.7,3638.0,3903.0,-6.8,20.7%,246,206,19.4,8523.0,8839.0,48.6,48.5,22.32,21.08,5.9
08-14-2025,"766 BRANDON TOWN CTR - BRANDON, FL",25726.0,22410.0,14.8,912,888,2.7,4160.0,3310.0,25.7,16.2%,182,175,4.0,11801.0,11182.0,49.9,45.9,28.21,25.24,11.8
08-14-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13211.0,13610.0,-2.9,546,535,2.1,3588.0,3932.0,-8.7,27.2%,194,193,0.5,5563.0,6336.0,46.5,42.1,24.2,25.44,-4.9
08-15-2025,"232 TACOMA MALL - TACOMA, WA",12688.0,13389.0,-5.2,492,525,-6.3,2852.0,2793.0,2.1,22.5%,104,95,9.5,6196.0,6325.0,47.2,48.8,25.79,25.5,1.1
08-15-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7582.0,7671.0,-1.1,310,264,17.4,1463.0,1450.0,0.9,19.3%,54,57,-5.3,3743.0,3698.0,48.2,49.4,24.46,29.05,-15.8
08-15-2025,"2795 STONEBRIAR MALL - FRISCO, TX",29015.0,28153.0,3.1,1229,1293,-4.9,4223.0,4742.0,-11.0,14.6%,210,178,18.0,13193.0,14355.0,51.0,45.5,23.61,21.77,8.4
08-15-2025,"766 BRANDON TOWN CTR - BRANDON, FL",22750.0,20053.0,13.4,798,910,-12.3,2831.0,2690.0,5.2,12.4%,96,90,6.7,10803.0,9945.0,49.6,47.5,28.51,22.04,29.4
08-15-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15948.0,16836.0,-5.3,656,587,11.8,3460.0,3182.0,8.7,21.7%,141,141,0.0,6390.0,7576.0,45.0,40.1,24.31,28.68,-15.2
08-16-2025,"232 TACOMA MALL - TACOMA, WA",15465.0,17478.0,-11.5,596,586,1.7,3537.0,4151.0,-14.8,22.9%,145,180,-19.4,6998.0,8503.0,48.7,45.3,25.95,29.83,-13.0
08-16-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11560.0,10539.0,9.7,607,577,5.2,2591.0,1934.0,34.0,22.4%,156,164,-4.9,5735.0,4679.0,44.4,49.6,19.04,18.26,4.3
08-16-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36383.0,39174.0,-7.1,1370,1340,2.2,7014.0,7450.0,-5.9,19.3%,279,224,24.6,16605.0,16625.0,42.4,45.6,26.56,29.23,-9.2
08-16-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29606.0,28422.0,4.2,1057,1023,3.3,5008.0,5107.0,-1.9,16.9%,142,159,-10.7,15122.0,13744.0,48.4,51.1,28.01,27.78,0.8
08-16-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",14605.0,14606.0,-0.0,614,645,-4.8,2896.0,2901.0,-0.2,19.8%,72,77,-6.5,6406.0,6065.0,41.5,43.9,23.79,22.65,5.0
08-17-2025,"232 TACOMA MALL - TACOMA, WA",13676.0,13199.0,3.6,624,633,-1.4,2990.0,3257.0,-8.2,21.9%,83,85,-2.4,6634.0,5839.0,44.2,48.5,21.92,20.85,5.1
08-17-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9553.0,9479.0,0.8,450,455,-1.1,1711.0,1709.0,0.1,17.9%,79,76,3.9,4712.0,4365.0,46.1,49.3,21.23,20.83,1.9
08-17-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23976.0,29415.0,-18.5,1048,1010,3.8,4355.0,4301.0,1.3,18.2%,185,153,20.9,11016.0,13461.0,45.8,45.9,22.88,29.12,-21.4
08-17-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30202.0,26749.0,12.9,1014,922,10.0,4455.0,4285.0,4.0,14.8%,134,135,-0.7,14094.0,12978.0,48.5,46.7,29.79,29.01,2.7
08-17-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12237.0,12823.0,-4.6,545,601,-9.3,2464.0,2418.0,1.9,20.1%,116,102,13.7,5212.0,5652.0,44.1,42.6,22.45,21.34,5.2
08-18-2025,"232 TACOMA MALL - TACOMA, WA",13504.0,13823.0,-2.3,578,532,8.6,2567.0,2684.0,-4.4,19.0%,117,106,10.4,6630.0,6703.0,48.5,49.1,23.36,25.98,-10.1
08-18-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9458.0,9236.0,2.4,457,382,19.6,2198.0,2479.0,-11.3,23.2%,110,115,-4.3,4630.0,4148.0,44.9,48.9,20.7,24.18,-14.4
08-18-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21362.0,20689.0,3.3,849,837,1.4,4858.0,3855.0,26.0,22.7%,167,149,12.1,10121.0,10169.0,49.2,47.4,25.16,24.72,1.8
08-18-2025,"766 BRANDON TOWN CTR - BRANDON, FL",37045.0,32524.0,13.9,1288,1178,9.3,5255.0,6009.0,-12.5,14.2%,162,142,14.1,17977.0,14849.0,45.7,48.5,28.76,27.61,4.2
08-18-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11496.0,12751.0,-9.8,496,497,-0.2,2693.0,2682.0,0.4,23.4%,112,133,-15.8,5159.0,5457.0,42.8,44.9,23.18,25.66,-9.7
08-19-2025,"232 TACOMA MALL - TACOMA, WA",10004.0,9666.0,3.5,414,429,-3.5,2394.0,2689.0,-11.0,23.9%,100,85,17.6,4743.0,4517.0,46.7,47.4,24.16,22.53,7.2
08-19-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9249.0,8541.0,8.3,414,356,16.3,2196.0,2254.0,-2.6,23.7%,101,95,6.3,4485.0,4359.0,51.0,48.5,22.34,23.99,-6.9
08-19-2025,"2795 STONEBRIAR MALL - FRISCO, TX",36768.0,40598.0,-9.4,1325,1375,-3.6,6574.0,7415.0,-11.3,17.9%,255,255,0.0,17632.0,18850.0,46.4,48.0,27.75,29.53,-6.0
08-19-2025,"766 BRANDON TOWN CTR - BRANDON, FL",20028.0,19247.0,4.1,680,646,5.3,3068.0,3309.0,-7.3,15.3%,112,109,2.8,9601.0,8540.0,44.4,47.9,29.45,29.79,-1.1
08-19-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",11829.0,11891.0,-0.5,545,468,16.5,2523.0,2426.0,4.0,21.3%,88,100,-12.0,5256.0,5120.0,43.1,44.4,21.7,25.41,-14.6
08-20-2025,"232 TACOMA MALL - TACOMA, WA",13349.0,15111.0,-11.7,528,575,-8.2,3082.0,3840.0,-19.8,23.1%,137,124,10.5,5626.0,6638.0,43.9,42.1,25.28,26.28,-3.8
08-20-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10225.0,9807.0,4.3,446,449,-0.7,2552.0,2487.0,2.6,25.0%,125,120,4.2,4839.0,4858.0,49.5,47.3,22.93,21.84,5.0
08-20-2025,"2795 STONEBRIAR MALL - FRISCO, TX",32072.0,32826.0,-2.3,1214,1280,-5.2,6477.0,6042.0,7.2,20.2%,129,129,0.0,14652.0,14470.0,44.1,45.7,26.42,25.65,3.0
08-20-2025,"766 BRANDON TOWN CTR - BRANDON, FL",21998.0,21908.0,0.4,723,727,-0.6,2902.0,2990.0,-2.9,13.2%,91,99,-8.1,10909.0,11038.0,50.4,49.6,30.43,30.13,1.0
08-20-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10809.0,11803.0,-8.4,532,535,-0.6,2563.0,2585.0,-0.8,23.7%,135,153,-11.8,4580.0,5128.0,43.4,42.4,20.32,22.06,-7.9
08-21-2025,"232 TACOMA MALL - TACOMA, WA",14070.0,14705.0,-4.3,561,644,-12.9,2291.0,1930.0,18.7,16.3%,80,64,25.0,7039.0,7386.0,50.2,50.0,25.08,22.83,9.8
08-21-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11843.0,11091.0,6.8,514,506,1.6,2866.0,3125.0,-8.3,24.2%,133,114,16.7,5442.0,5189.0,46.8,46.0,23.04,21.92,5.1
08-21-2025,"2795 STONEBRIAR MALL - FRISCO, TX",24067.0,24913.0,-3.4,946,986,-4.1,4976.0,4184.0,18.9,20.7%,165,151,9.3,11656.0,11797.0,47.4,48.4,25.44,25.27,0.7
08-21-2025,"766 BRANDON TOWN CTR - BRANDON, FL",29204.0,25561.0,14.3,994,877,13.3,5185.0,4820.0,7.6,17.8%,251,222,13.1,13355.0,12091.0,47.3,45.7,29.38,29.15,0.8
08-21-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15076.0,13986.0,7.8,606,657,-7.8,4042.0,3299.0,22.5,26.8%,206,187,10.2,6423.0,6249.0,44.7,42.6,24.88,21.29,16.9
08-22-2025,"232 TACOMA MALL - TACOMA, WA",12573.0,13110.0,-4.1,534,524,1.9,2157.0,1888.0,14.3,17.2%,87,79,10.1,6323.0,6469.0,49.3,50.3,23.55,25.02,-5.9
08-22-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10502.0,10548.0,-0.4,473,435,8.7,1719.0,1549.0,11.0,16.4%,81,82,-1.2,4891.0,5616.0,53.2,46.6,22.2,24.25,-8.4
08-22-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28107.0,26147.0,7.5,1123,1339,-16.1,6121.0,7056.0,-13.3,21.8%,154,161,-4.3,12248.0,11916.0,45.6,43.6,25.03,19.53,28.2
08-22-2025,"766 BRANDON TOWN CTR - BRANDON, FL",18961.0,16470.0,15.1,677,707,-4.2,4072.0,4044.0,0.7,21.5%,142,112,26.8,8669.0,7362.0,44.7,45.7,28.01,23.3,20.2
08-22-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",8620.0,8741.0,-1.4,381,413,-7.7,2234.0,2155.0,3.7,25.9%,86,117,-26.5,3876.0,3707.0,42.4,45.0,22.62,21.16,6.9
08-23-2025,"232 TACOMA MALL - TACOMA, WA",11722.0,11047.0,6.1,524,552,-5.1,2352.0,2034.0,15.6,20.1%,64,61,4.9,5695.0,5454.0,49.4,48.6,22.37,20.01,11.8
08-23-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",15799.0,14791.0,6.8,724,743,-2.6,3563.0,3389.0,5.1,22.5%,134,170,-21.2,7268.0,7180.0,48.5,46.0,21.82,19.91,9.6
08-23-2025,"2795 STONEBRIAR MALL - FRISCO, TX",22615.0,22445.0,0.8,931,949,-1.9,4137.0,4420.0,-6.4,18.3%,192,220,-12.7,9700.0,10951.0,48.8,42.9,24.29,23.65,2.7
08-23-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33434.0,32537.0,2.8,1184,1048,13.0,6180.0,6139.0,0.7,18.5%,154,156,-1.3,14531.0,15490.0,47.6,43.5,28.24,31.05,-9.0
08-23-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",15911.0,15593.0,2.0,665,662,0.5,4119.0,5197.0,-20.7,25.9%,152,155,-1.9,6941.0,6793.0,43.6,43.6,23.93,23.55,1.6
08-24-2025,"232 TACOMA MALL - TACOMA, WA",13790.0,15107.0,-8.7,546,619,-11.8,3169.0,3259.0,-2.8,23.0%,136,134,1.5,6637.0,7498.0,49.6,48.1,25.26,24.41,3.5
08-24-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9553.0,8828.0,8.2,428,402,6.5,2182.0,2135.0,2.2,22.8%,63,63,0.0,4717.0,4140.0,46.9,49.4,22.32,21.96,1.6
08-24-2025,"2795 STONEBRIAR MALL - FRISCO, TX",27812.0,26474.0,5.1,1124,1179,-4.7,5384.0,5132.0,4.9,19.4%,172,181,-5.0,13413.0,11424.0,43.2,48.2,24.74,22.45,10.2
08-24-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27756.0,25790.0,7.6,984,995,-1.1,5360.0,4716.0,13.6,19.3%,194,192,1.0,12407.0,12161.0,47.2,44.7,28.21,25.92,8.8
08-24-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13989.0,14503.0,-3.5,529,567,-6.7,3366.0,3168.0,6.2,24.1%,130,129,0.8,5884.0,6095.0,42.0,42.1,26.44,25.58,3.4
08-25-2025,"232 TACOMA MALL - TACOMA, WA",10922.0,10920.0,0.0,432,442,-2.3,2079.0,2420.0,-14.1,19.0%,36,35,2.9,5638.0,5182.0,47.5,51.6,25.28,24.71,2.3
08-25-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",7307.0,6923.0,5.5,347,337,3.0,1644.0,1342.0,22.5,22.5%,79,83,-4.8,3534.0,3350.0,48.4,48.4,21.06,20.54,2.5
08-25-2025,"2795 STONEBRIAR MALL - FRISCO, TX",33316.0,36213.0,-8.0,1341,1429,-6.2,5954.0,5204.0,14.4,17.9%,225,181,24.3,15178.0,17052.0,47.1,45.6,24.84,25.34,-2.0
08-25-2025,"766 BRANDON TOWN CTR - BRANDON, FL",33476.0,30583.0,9.5,1174,1133,3.6,6206.0,6955.0,-10.8,18.5%,254,270,-5.9,15961.0,14748.0,48.2,47.7,28.51,26.99,5.6
08-25-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",10207.0,9100.0,12.2,453,459,-1.3,2546.0,2526.0,0.8,24.9%,106,89,19.1,4679.0,4056.0,44.6,45.8,22.53,19.83,13.6
08-26-2025,"232 TACOMA MALL - TACOMA, WA",11029.0,11708.0,-5.8,473,487,-2.9,2895.0,3474.0,-16.7,26.2%,137,150,-8.7,5352.0,5331.0,45.5,48.5,23.32,24.04,-3.0
08-26-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8024.0,7686.0,4.4,333,335,-0.6,1832.0,1913.0,-4.2,22.8%,53,49,8.2,3898.0,3749.0,48.8,48.6,24.1,22.94,5.0
08-26-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21803.0,24786.0,-12.0,901,1078,-16.4,4165.0,3857.0,8.0,19.1%,204,132,54.5,9927.0,12029.0,48.5,45.5,24.2,22.99,5.2
08-26-2025,"766 BRANDON TOWN CTR - BRANDON, FL",23750.0,22800.0,4.2,882,915,-3.6,3404.0,3573.0,-4.7,14.3%,105,101,4.0,11913.0,10637.0,46.7,50.2,26.93,24.92,8.1
08-26-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13034.0,13550.0,-3.8,545,536,1.7,3687.0,3269.0,12.8,28.3%,141,127,11.0,5672.0,5841.0,43.1,43.5,23.92,25.28,-5.4
08-27-2025,"232 TACOMA MALL - TACOMA, WA",15589.0,16884.0,-7.7,609,611,-0.3,2593.0,2481.0,4.5,16.6%,82,68,20.6,7424.0,8357.0,49.5,47.6,25.6,27.63,-7.4
08-27-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9683.0,9005.0,7.5,432,456,-5.3,2152.0,2168.0,-0.8,22.2%,111,120,-7.5,4432.0,4358.0,48.4,45.8,22.41,19.75,13.5
08-27-2025,"2795 STONEBRIAR MALL - FRISCO, TX",23911.0,23929.0,-0.1,983,1141,-13.8,5546.0,5348.0,3.7,23.2%,262,238,10.1,11441.0,10870.0,45.4,47.8,24.32,20.97,16.0
08-27-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31665.0,29293.0,8.1,1081,978,10.5,4855.0,5055.0,-3.9,15.3%,194,192,1.0,15119.0,13042.0,44.5,47.7,29.29,29.95,-2.2
08-27-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12632.0,12313.0,2.6,570,536,6.3,3799.0,3614.0,5.1,30.1%,131,159,-17.6,5385.0,5338.0,43.4,42.6,22.16,22.97,-3.5
08-28-2025,"232 TACOMA MALL - TACOMA, WA",9901.0,10198.0,-2.9,466,408,14.2,1538.0,1524.0,0.9,15.5%,59,66,-10.6,4671.0,5277.0,51.8,47.2,21.25,24.99,-15.0
08-28-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",6508.0,6850.0,-5.0,293,285,2.8,1330.0,1314.0,1.2,20.4%,59,70,-15.7,2962.0,3291.0,48.1,45.5,22.21,24.03,-7.6
08-28-2025,"2795 STONEBRIAR MALL - FRISCO, TX",25182.0,27638.0,-8.9,1061,1150,-7.7,4177.0,3769.0,10.8,16.6%,141,156,-9.6,12771.0,12139.0,43.9,50.7,23.73,24.03,-1.2
08-28-2025,"766 BRANDON TOWN CTR - BRANDON, FL",18527.0,17050.0,8.7,675,569,18.6,4069.0,4101.0,-0.8,22.0%,192,196,-2.0,8504.0,8214.0,48.2,45.9,27.45,29.96,-8.4
08-28-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12985.0,12784.0,1.6,576,601,-4.2,3502.0,3634.0,-3.6,27.0%,131,132,-0.8,5763.0,5720.0,44.7,44.4,22.54,21.27,6.0
08-29-2025,"232 TACOMA MALL - TACOMA, WA",8706.0,8899.0,-2.2,390,443,-12.0,1732.0,1756.0,-1.4,19.9%,51,57,-10.5,4109.0,4328.0,48.6,47.2,22.32,20.09,11.1
08-29-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9448.0,8418.0,12.2,402,343,17.2,2380.0,2302.0,3.4,25.2%,115,83,38.6,4461.0,4281.0,50.9,47.2,23.5,24.54,-4.2
08-29-2025,"2795 STONEBRIAR MALL - FRISCO, TX",26200.0,26454.0,-1.0,1096,1103,-0.6,4551.0,4603.0,-1.1,17.4%,226,243,-7.0,11537.0,12868.0,48.6,44.0,23.91,23.98,-0.3
08-29-2025,"766 BRANDON TOWN CTR - BRANDON, FL",31711.0,29188.0,8.6,1117,1004,11.3,6076.0,5692.0,6.7,19.2%,173,153,13.1,13776.0,13464.0,46.1,43.4,28.39,29.07,-2.3
08-29-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13820.0,14494.0,-4.7,550,548,0.4,2781.0,2580.0,7.8,20.1%,77,84,-8.3,5860.0,6687.0,46.1,42.4,25.13,26.45,-5.0
08-30-2025,"232 TACOMA MALL - TACOMA, WA",14150.0,14362.0,-1.5,624,692,-9.8,3044.0,3120.0,-2.4,21.5%,122,137,-10.9,6702.0,7253.0,50.5,47.4,22.68,20.75,9.3
08-30-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",12532.0,12356.0,1.4,554,564,-1.8,3274.0,3369.0,-2.8,26.1%,148,146,1.4,6591.0,5777.0,46.8,52.6,22.62,21.91,3.3
08-30-2025,"2795 STONEBRIAR MALL - FRISCO, TX",30678.0,32103.0,-4.4,1198,1156,3.6,7413.0,8644.0,-14.2,24.2%,290,271,7.0,13700.0,15166.0,47.2,44.7,25.61,27.77,-7.8
08-30-2025,"766 BRANDON TOWN CTR - BRANDON, FL",32802.0,33940.0,-3.4,1135,1090,4.1,5166.0,5747.0,-10.1,15.7%,134,156,-14.1,14921.0,15777.0,46.5,45.5,28.9,31.14,-7.2
08-30-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13999.0,13788.0,1.5,612,604,1.3,3056.0,3003.0,1.8,21.8%,122,153,-20.3,6298.0,5536.0,40.2,45.0,22.87,22.83,0.2
08-31-2025,"232 TACOMA MALL - TACOMA, WA",16008.0,17279.0,-7.4,682,720,-5.3,3006.0,3334.0,-9.9,18.8%,114,131,-13.0,7917.0,8588.0,49.7,49.5,23.47,24.0,-2.2
08-31-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",11066.0,9657.0,14.6,461,450,2.4,2711.0,2792.0,-2.9,24.5%,92,79,16.5,4915.0,4751.0,49.2,44.4,24.0,21.46,11.9
08-31-2025,"2795 STONEBRIAR MALL - FRISCO, TX",31360.0,34480.0,-9.0,1169,1196,-2.3,6840.0,5854.0,16.9,21.8%,192,194,-1.0,14656.0,15275.0,44.3,46.7,26.83,28.83,-6.9
08-31-2025,"766 BRANDON TOWN CTR - BRANDON, FL",35993.0,36729.0,-2.0,1299,1160,12.0,7657.0,7535.0,1.6,21.3%,152,145,4.8,16968.0,16741.0,45.6,47.1,27.71,31.66,-12.5
08-31-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12513.0,12008.0,4.2,594,643,-7.6,3124.0,3352.0,-6.8,25.0%,153,134,14.2,5390.0,4877.0,40.6,43.1,21.07,18.67,12.8
09-01-2025,"232 TACOMA MALL - TACOMA, WA",11094.0,11022.0,0.7,451,500,-9.8,2089.0,1973.0,5.9,18.8%,95,97,-2.1,5266.0,4972.0,45.1,47.5,24.6,22.04,11.6
09-01-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",9862.0,9307.0,6.0,399,383,4.2,1760.0,2067.0,-14.8,17.9%,81,70,15.7,4295.0,4572.0,49.1,43.6,24.72,24.3,1.7
09-01-2025,"2795 STONEBRIAR MALL - FRISCO, TX",28018.0,29128.0,-3.8,1178,1365,-13.7,4729.0,4976.0,-5.0,16.9%,196,192,2.1,12145.0,13550.0,46.5,43.3,23.78,21.34,11.5
09-01-2025,"766 BRANDON TOWN CTR - BRANDON, FL",30820.0,30346.0,1.6,1038,930,11.6,3800.0,3413.0,11.4,12.3%,185,178,3.9,15533.0,14565.0,48.0,50.4,29.69,32.63,-9.0
09-01-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",7914.0,7677.0,3.1,337,348,-3.2,2047.0,2015.0,1.6,25.9%,91,96,-5.2,3329.0,3422.0,44.6,42.1,23.48,22.06,6.5
09-02-2025,"232 TACOMA MALL - TACOMA, WA",14476.0,15730.0,-8.0,651,724,-10.1,2702.0,3080.0,-12.3,18.7%,106,111,-4.5,6939.0,7523.0,47.8,47.9,22.24,21.73,2.3
09-02-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",8896.0,8930.0,-0.4,425,377,12.7,2137.0,1939.0,10.2,24.0%,92,109,-15.6,4324.0,4323.0,48.4,48.6,20.93,23.69,-11.6
09-02-2025,"2795 STONEBRIAR MALL - FRISCO, TX",21849.0,25143.0,-13.1,886,1006,-11.9,4645.0,4574.0,1.5,21.3%,212,182,16.5,9382.0,12141.0,48.3,42.9,24.66,24.99,-1.3
09-02-2025,"766 BRANDON TOWN CTR - BRANDON, FL",26492.0,24294.0,9.0,1021,904,12.9,3524.0,4149.0,-15.1,13.3%,257,283,-9.2,12637.0,12173.0,50.1,47.7,25.95,26.87,-3.5
09-02-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",12672.0,13685.0,-7.4,517,534,-3.2,2465.0,2311.0,6.7,19.5%,99,100,-1.0,5655.0,5605.0,41.0,44.6,24.51,25.63,-4.4
09-03-2025,"232 TACOMA MALL - TACOMA, WA",7927.0,8834.0,-10.3,317,343,-7.6,1338.0,1596.0,-16.2,16.9%,48,51,-5.9,3961.0,4311.0,48.8,50.0,25.01,25.75,-2.9
09-03-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10000.0,9720.0,2.9,464,426,8.9,2287.0,2184.0,4.7,22.9%,55,67,-17.9,4654.0,4856.0,50.0,46.5,21.55,22.82,-5.5
09-03-2025,"2795 STONEBRIAR MALL - FRISCO, TX",20945.0,20091.0,4.3,867,929,-6.7,2968.0,3098.0,-4.2,14.2%,141,157,-10.2,9652.0,9304.0,46.3,46.1,24.16,21.63,11.7
09-03-2025,"766 BRANDON TOWN CTR - BRANDON, FL",27831.0,27420.0,1.5,877,750,16.9,3902.0,3722.0,4.8,14.0%,142,121,17.4,12947.0,12732.0,46.4,46.5,31.73,36.56,-13.2
09-03-2025,"786 MARLEY STATION MALL - GLEN BURNIE, MD",13328.0,14131.0,-5.7,606,635,-4.6,3219.0,3257.0,-1.2,24.2%,176,192,-8.3,5801.0,6695.0,47.4,43.5,21.99,22.25,-1.2
09-04-2025,"232 TACOMA MALL - TACOMA, WA",10837.0,10985.0,-1.4,482,427,12.9,1620.0,1510.0,7.2,14.9%,88,94,-6.4,5501.0,5327.0,48.5,50.8,22.48,25.73,-12.6
09-04-2025,"2712 CAPITAL CITY MALL - CAMP HILL, PA",10376.0,10154.0,2.2,459,462,-0.6,2391.0,2501.0,-4.4,23.0%,107,95,12.6,5071.0,4903.0,48.3,48.9,22.61,21.98,2.9
09-04-2025,"2795 STONEBRIAR MALL - FRISCO, TX",30025.0,31247.0,-3.9,1131,1219,-7.2,5779.0,5709.0,1.2,19.2%,163,141,15.6,13347.0,13722.0,43.9,44.5,26.55,25.63,3.6
09-04-2025,"766 BRANDON TOWN CTR - BRANDON, FL",13548.0,12272.0,10.4,585,563,3.9,1843.0,1573.0,17.2,13.6%,130,110,18.2,6941.0,5562.0,45.3,51.2,23.16,21.8,6.2
